aah	ɑ
acquirement	ə.ˈkwaɪ.əɹ.mənt
acquisition	ˌæ.kwə.ˈzɪ.ʃən
acquisitive	ə.ˈkwɪ.zɪ.tɪv
acquit	ə.ˈkwɪt
acquittal	ə.ˈkwɪtl
acquittance	ə.ˈkwɪtns
acrasin	ə.ˈkɹeɪ.sɪn
acreage	ˈeɪ.kə.ɹɪdʒ
acred	ˈeɪ.kəɹd
acre	ˈeɪ.kəɹ
Acre	ˈɑ.kɹə
Acre	ˈɑ.kəɹ
Acre	ˈeɪ.kəɹ
acrid	ˈæ.kɹɪd
acridine	ˈæ.kɹɪ.ˌdin
acridine	ˈæ.kɹɪ.ˌdɪn
acriflavine	ˌæ.kɹə.ˈfleɪ.vɪn
acriflavine	ˌæ.kɹə.ˈfleɪ.vin
acrimonious	ˌæ.kɹə.ˈmoʊ.ni.əs
acrimony	ˈæ.kɹə.ˌmoʊ.ni
acritarch	ˈæ.kɹɪ.ˌtɑɹk
acritical	eɪ.ˈkɹɪ.tɪ.kəl
acrobat	ˈæ.kɹə.ˌbæt
acrobatic	ˌæ.kɹə.ˈbæ.tɪk
acrobatics	ˌæ.kɹə.ˈbæ.tɪks
acrocentric	ˌæ.kɹə.ˈsɛn.tɹɪk
acrodont	ˈæ.kɹə.ˌdɒnt
acrogen	ˈæ.kɹəd.ʒən
acrogen	ˈækɹ.ˌdʒɛn
acrolect	ˈæ.kɹə.ˌlɛkt
acrolein	ə.ˈkɹoʊ.li.ɪn
acrolith	ˈæ.kɹə.lɪθ
acromegaly	ˌæ.kɹə.ˈmɛ.gə.li
acromion	ə.ˈkɹoʊ.mi.ən
acronym	ˈæ.kɹə.nɪm
acropetal	ə.ˈkɹɒ.pɪtl
acrophobia	ˌæ.kɹə.ˈfoʊ.bi.ə
acropolis	ə.ˈkɹɒ.pə.lɪs
acrosome	ˈæ.kɹə.ˌsoʊm
acrospire	ˈæ.kɹə.ˌspaɪ.əɹ
across	ə.ˈkɹɔs
across	ə.ˈkɹɒs
acrostic	ə.ˈkɹɔ.stɪk
acrostic	ə.ˈkɹɒ.stɪk
acrotism	ˈæ.kɹə.ˌtɪ.zəm
acrylamide	ə.ˈkɹɪ.lə.ˌmaɪd
acrylamide	ə.ˈkɹɪ.lə.ˌmɪd
acrylamide	ˌæ.kɹə.ˈlæ.maɪd
acrylate	ˈæ.kɹə.ˌleɪt
acrylate	ˈæ.kɹə.ˌlɪt
acrylic	ə.ˈkɹɪ.lɪk
acrylonitrile	ˌæ.kɹə.loʊ.ˈnaɪ.tɹɪl
acrylonitrile	ˌæ.kɹə.loʊ.ˈnaɪ.tɹil
acrylonitrile	ˌæ.kɹə.loʊ.ˈnaɪ.tɹaɪl
actable	ˈæk.tə.bəl
acta	ˈæk.tə
act	ækt
actinal	ˈæk.tənl
actinal	æk.ˈtaɪnl
acting	ˈæk.tɪŋ
actin	ˈæk.tən
actinia	æk.ˈtɪ.ni.ə
actinian	æk.ˈtɪ.ni.ən
actinic	æk.ˈtɪ.nɪk
actinide	ˈæk.tə.ˌnaɪd
actinism	ˈæk.tə.ˌnɪ.zəm
actinium	æk.ˈtɪ.ni.əm
actinoid	ˈæk.tə.ˌnɔɪd
actinolite	æk.ˈtɪnl.ˌaɪt
actinolite	ˈæk.tənl.ˌaɪt
actinometer	ˌæk.tə.ˈnɒ.mɪ.təɹ
actinomorphic	æk.ˌtɪ.noʊ.ˈmɔɹ.fɪk
actinomorphic	ˌæk.tə.noʊ.ˈmɔɹ.fɪk
actinomyces	æk.ˌtɪ.noʊ.ˈmaɪ.siz
actinomyces	ˌæk.tə.noʊ.ˈmaɪ.siz
actinomycete	æk.ˌtɪ.noʊ.ˈmaɪ.sit
actinomycete	æk.ˌtɪ.noʊ.ˈmaɪ.ˈsit
actinomycete	ˌæk.tə.noʊ.ˈmaɪ.sit
actinomycin	æk.ˌtɪ.noʊ.ˈmaɪ.sɪn
actinomycin	ˌæk.tə.noʊ.ˈmaɪ.sɪn
actinomycosis	æk.ˌtɪ.noʊ.maɪ.ˈkoʊ.sɪs
actinomycosis	ˌæk.tə.noʊ.maɪ.ˈkoʊ.sɪs
actinon	ˈæk.tə.ˌnɒn
actionable	ˈæk.ʃə.nə.bəl
action	ˈæk.ʃən
ACTION	ˈæk.ʃən
activate	ˈæk.tə.ˌveɪt
activator	ˈæk.tə.ˌveɪ.təɹ
active	ˈæk.tɪv
activism	ˈæk.tə.ˌvɪ.zəm
activist	ˈæk.tə.vɪst
activity	æk.ˈtɪ.vɪ.ti
activize	ˈæk.tə.ˌvaɪz
actomyosin	ˌæk.tə.ˈmaɪ.ə.sɪn
actor	ˈæk.təɹ
Actor	ˈæk.təɹ
actorish	ˈæk.tə.ɹɪʃ
actress	ˈæk.tɹɪs
actressy	ˈæk.tɹə.si
actual	ˈækt.ʃu.əl
actuality	ˌækt.ʃu.ˈæ.lɪ.ti
actualization	ˌækt.ʃu.ə.lə.ˈzeɪ.ʃən
actualize	ˈækt.ʃu.ə.ˌlaɪz
actually	ˈækt.ʃu.ə.li
actuary	ˈækt.ʃu.ˌɛ.ɹi
actuate	ˈækt.ʃu.ˌeɪt
actuator	ˈækt.ʃu.ˌeɪ.təɹ
acuate	ˈæ.kyu.ɪt
acuate	ˈæk.ˌeɪt
acuity	ə.ˈkyu.ɪ.ti
aculeate	ə.ˈkyu.li.ɪt
aculeate	ə.ˈkyu.ˌeɪt
aculeus	ə.ˈkyu.li.əs
acumen	ə.ˈkyu.mən
acumen	ˈæ.kyə.mən
acuminate	ə.ˈkyu.mə.nɪt
acuminate	ə.ˈkyum.ˌneɪt
acuminate	ə.ˈkyu.mə.ˌneɪt
acupressure	ˈæ.kyʊ.ˌpɹɛ.ʃəɹ
acupuncture	ˈæ.kyʊ.ˌpʌŋkt.ʃəɹ
acupuncture	ˌæ.kyʊ.ˈpʌŋkt.ʃəɹ
acupuncturist	ˈæ.kyʊ.ˌpʌŋkt.ʃə.ɹɪst
acutance	ə.ˈkyutns
acute	ə.ˈkyut
acyclic	eɪ.ˈsaɪ.klɪk
acyclic	eɪ.ˈsɪ.klɪk
acyclovir	eɪ.ˈsaɪ.kloʊ.ˌvɪəɹ
acyclovir	eɪ.ˈsaɪ.kləɹ
acylate	ˈæ.sə.ˌleɪt
acyl	ˈæ.sɪl
acyl	ˈæ.sil
acyloin	ə.ˈsɪ.loʊ.ɪn
acyloin	ˈæ.sə.ˌlɔɪn
acyloin	ˌæ.sə.ˈloʊ.ɪn
adage	ˈæ.dɪdʒ
adagio	ə.ˈdɑd.ʒoʊ
adagio	ə.ˈdɑd.ʒi.ˌoʊ
adagio	ɑ.ˈdɑd.ʒɔ
Ada	ˈeɪ.də
Adama	ˈæ.də.mə
adamant	ˈæ.də.mənt
adamant	ˈæd.ˌmænt
adamantine	ˌæ.də.ˈmæn.tin
adamantine	ˌæ.də.ˈmæn.tɪn
adamantine	ˌæ.də.ˈmæn.taɪn
Adam	ˈæ.dəm
Adam	a.ˈdɑ̃
Adams	ˈæ.dəmz
adamsite	ˈæ.dəm.ˌzaɪt
adaptable	ə.ˈdæp.tə.bəl
adaptation	ˌæ.dəp.ˈteɪ.ʃən
adapter	ə.ˈdæp.təɹ
adapt	ə.ˈdæpt
adaptive	ə.ˈdæp.tɪv
adaxial	æd.ˈæk.si.əl
Addams	ˈæ.dəmz
addax	ˈæ.dæks
addenda	ə.ˈdɛn.də
addend	ˈæ.dɛnd
addend	ə.ˈdɛnd
addendum	ə.ˈdɛn.dəm
adder	ˈæ.dəɹ
add	æd
addicted	ə.ˈdɪk.tɪd
addict	ˈæ.dɪkt
addict	ə.ˈdɪkt
addiction	ə.ˈdɪk.ʃən
addictive	ə.ˈdɪk.tɪv
Addie	ˈæ.di
Addington	ˈæ.dɪŋ.tən
Addison	ˈæ.də.sən
additional	ə.ˈdɪ.ʃənl
addition	ə.ˈdɪ.ʃən
additive	ˈæ.dɪ.tɪv
additory	ˈæ.dɪ.ˌtɔ.ɹi
additory	ˈæ.dɪ.ˌtoʊ.ɹi
addle	ˈædl
addlepated	ˈædl.ˌpeɪ.tɪd
addressable	ə.ˈdɹɛ.sə.bəl
addressee	ˌæ.dɹɛ.ˈsi
addressee	ə.dɹɛ.ˈsi
address	ə.ˈdɹɛs
address	ˈæ.dɹɛs
adduce	ə.ˈdus
adduce	ə.ˈdyus
adducent	ə.ˈdu.sənt
adducent	ə.ˈdyu.sənt
adduct	ə.ˈdʌkt
adduct	ˈæ.dʌkt
adduction	ə.ˈdʌk.ʃən
adductor	ə.ˈdʌk.təɹ
adeem	ə.ˈdim
Ade	eɪd
Adelaide	ˈædl.ˌeɪd
Adele	ə.ˈdɛl
Adeline	ˈædl.ˌaɪn
Adeline	ˌɑ.də.ˈli.nə
Adeline	a.də.ˈlin
Adeline	ɑ.deɪ.ˈli.nə
ademption	ə.ˈdɛmp.ʃən
Aden	ˈɑdn
Aden	ˈeɪdn
adenine	ˈæd.nɪn
adenine	ˈæd.ˌin
adenine	ˈæ.ˌaɪn
adenitis	ˌædn.ˈaɪ.tɪs
adenocarcinoma	ˌæd.noʊ.ˌkɑɹ.sə.ˈnoʊ.mə
adenohypophysis	ˌæd.noʊ.haɪ.ˈpɒ.fə.sɪs
adenoidal	ˌædn.ˈɔɪdl
adenoid	ˈædn.ˌɔɪd
adenoma	ˌædn.ˈoʊ.mə
adenosine	ə.ˈdɛ.nə.ˌsin
adenosine	ə.ˈdɛ.nə.ˌsɪn
adenosis	ˌædn.ˈoʊ.sɪs
adenovirus	ˌæd.noʊ.ˈvaɪ.ɹəs
adept	ə.ˈdɛpt
adept	ˈæ.dɛpt
adequacy	ˈæ.dɪ.kwə.si
adequate	ˈæ.dɪ.kwɪt
adhere	æd.ˈhɪəɹ
adherence	æd.ˈhɪə.ɹəns
adherence	æd.ˈhɛ.ɹəns
adherend	æd.ˈhɪə.ɹənd
adherend	æd.ˈhɛ.ɹənd
adherend	ˌæd.hɪ.ˈɹɛnd
adherent	æd.ˈhɪə.ɹənt
adherent	æd.ˈhɛ.ɹənt
adhesion	æd.ˈhi.ʒən
adhesive	æd.ˈhi.sɪv
adhesive	æd.ˈhi.zɪv
adhibit	æd.ˈhɪ.bɪt
ad	æd
adiabatic	ˌæ.di.ə.ˈbæ.tɪk
adiabatic	ˌeɪ.daɪ.ə.ˈbæ.tɪk
adieu	ə.ˈdu
adieu	ə.ˈdyu
adieu	a.ˈdy.œ
adieux	ə.ˈduz
adieux	ə.ˈdyuz
adieux	a.ˈdy.œ
adios	ˌæ.di.ˈoʊs
adios	ˌɑ.di.ˈoʊs
adios	ɑ.ˈðy.ɔs
adipocere	ˈæ.də.poʊ.ˌsɪəɹ
adipocyte	ˈæ.də.poʊ.ˌsaɪt
adipose	ˈæ.də.ˌpoʊs
adit	ˈæ.dɪt
Aditya	ˈɑ.dɪ.tyə
adjacency	ə.ˈdʒeɪ.sən.si
adjacent	ə.ˈdʒeɪ.sənt
adjectival	ˌæd.ʒɪk.ˈtaɪ.vəl
adjective	ˈæd.ʒɪk.tɪv
adjoin	ə.ˈdʒɔɪn
adjoining	ə.ˈdʒɔɪ.nɪŋ
adjoint	ˈæd.ʒɔɪnt
adjourn	ə.ˈdʒɜɹn
adjournment	ə.ˈdʒɜɹn.mənt
adjudge	ə.ˈdʒʌdʒ
adjudicate	ə.ˈdʒu.dɪ.ˌkeɪt
adjudication	ə.ˌdʒu.dɪ.ˈkeɪ.ʃən
adjunct	ˈæd.ʒʌŋkt
adjunction	ə.ˈdʒʌŋk.ʃən
adjunctive	ə.ˈdʒʌŋk.tɪv
adjuration	ˌæd.ʒə.ˈɹeɪ.ʃən
adjure	ə.ˈdʒʊ.əɹ
adjustability	ə.ˌdʒʌ.stə.ˈbɪ.lɪ.ti
adjustable	ə.ˈdʒʌ.stə.bəl
adjusted	ə.ˈdʒʌ.stɪd
adjuster	ə.ˈdʒʌ.stəɹ
adjust	ə.ˈdʒʌst
adjustive	ə.ˈdʒʌ.stɪv
adjustment	ə.ˈdʒʌst.mənt
adjustor	ə.ˈdʒʌ.stəɹ
adjutancy	ˈæd.ʒə.tən.si
adjutant	ˈæd.ʒə.tənt
adjuvant	ˈæd.ʒə.vənt
Adler	ˈæd.ləɹ
Adler	ˈɑd.ləɹ
adman	ˈæd.ˌmæn
adman	ˈæd.ˌmən
admass	ˈæd.ˌmæs
admeasure	æd.ˈmɛ.ʒəɹ
admeasurement	æd.ˈmɛ.ʒəɹ.mənt
admin	æd.ˈmɪn
administer	æd.ˈmɪ.nə.stəɹ
administrable	æd.ˈmɪ.nə.stɹə.bəl
administrate	æd.ˈmɪ.nə.ˌstɹeɪt
administration	æd.ˌmɪ.nə.ˈstɹeɪ.ʃən
administrative	æd.ˈmɪ.nə.ˌstɹeɪ.tɪv
administrative	æd.ˈmɪ.nə.ˌstɹə.ɪ.tɪv
administrator	æd.ˈmɪ.nə.ˌstɹeɪ.təɹ
administratrix	æd.ˌmɪ.nə.ˈstɹeɪ.tɹɪks
administratrix	ˌæd.mɪ.nə.ˈstɹeɪ.tɹɪks
administratrix	æd.ˈmɪ.nə.ˌstɹeɪ.tɹɪks
admirable	ˈæd.mə.ɹə.bəl
admiral	ˈæd.mə.ɹəl
admiralty	ˈæd.mə.ɹəl.ti
admiration	ˌæd.mə.ˈɹeɪ.ʃən
admire	æd.ˈmaɪ.əɹ
admiring	æd.ˈmaɪ.ə.ɹɪŋ
admissible	æd.ˈmɪ.sə.bəl
admission	æd.ˈmɪ.ʃən
admissive	æd.ˈmɪ.sɪv
admit	æd.ˈmɪt
admittance	æd.ˈmɪtns
admittedly	æd.ˈmɪ.tɪd.li
admittee	æd.mɪt.ˈi
admittee	æd.ˈmɪ.ti
admix	æd.ˈmɪks
admixture	æd.ˈmɪkst.ʃəɹ
admonish	æd.ˈmɒ.nɪʃ
admonition	ˌæd.mə.ˈnɪ.ʃən
admonitor	æd.ˈmɒ.nɪ.təɹ
admonitory	æd.ˈmɒ.nɪ.ˌtɔ.ɹi
admonitory	æd.ˈmɒ.nɪ.ˌtoʊ.ɹi
adnate	ˈæd.neɪt
adnation	æd.ˈneɪ.ʃən
adnexa	æd.ˈnɛk.sə
adnoun	ˈæd.ˌnaʊn
adobe	ə.ˈdoʊ.bi
ado	ə.ˈdu
adolescence	ˌædl.ˈɛ.səns
adolescent	ˌædl.ˈɛ.sənt
Adolf	ˈæ.dɒlf
Adolf	ˈeɪ.dɒlf
Adolf	ˈɑ.dɔlf
Adonis	ə.ˈdɒ.nɪs
Adonis	ə.ˈdoʊ.nɪs
adoptable	ə.ˈdɒp.tə.bəl
adoptee	ə.dɒp.ˈti
adoptee	ˌæ.dɒp.ˈti
adopt	ə.ˈdɒpt
adoption	ə.ˈdɒp.ʃən
adoptive	ə.ˈdɒp.tɪv
adorable	ə.ˈdɔ.ɹə.bəl
adorable	ə.ˈdoʊ.ɹə.bəl
adoration	ˌæ.də.ˈɹeɪ.ʃən
adore	ə.ˈdɔɹ
adore	ə.ˈdoʊɹ
adorn	ə.ˈdɔɹn
adornment	ə.ˈdɔɹn.mənt
adown	ə.ˈdaʊn
adoze	ə.ˈdoʊz
adrenal	ə.ˈdɹinl
adrenaline	ə.ˈdɹɛn.lɪn
adrenaline	ə.ˈdɹɛn.ˌin
Adrenalin	ə.ˈdɹɛn.lɪn
adrenergic	ˌæ.dɹə.ˈnɜɹd.ʒɪk
adrenocortical	ə.ˌdɹi.noʊ.ˈkɔɹ.tɪ.kəl
Adrian	ˈeɪ.dɹi.ən
Adriatic	ˌeɪ.dɹi.ˈæ.tɪk
Adriatic	ˌæ.dɹi.ˈæ.tɪk
Adrienne	ˈeɪ.dɹi.ˌɛn
Adrienne	ˈeɪ.dɹi.ˌən
Adrienne	a.dɹi.ˈɛn
adrift	ə.ˈdɹɪft
adroit	ə.ˈdɹɔɪt
adscititious	ˌæd.sɪ.ˈtɪ.ʃəs
adscript	ˈæd.skɹɪpt
adsorbate	æd.ˈsɔɹ.beɪt
adsorbate	æd.ˈsɔɹ.bɪt
adsorbate	æd.ˈzɔɹ.beɪt
adsorb	æd.ˈsɔɹb
adsorb	æd.ˈzɔɹb
adularia	ˌæd.ʒə.ˈlɛə.ɹi.ə
adulate	ˈæd.ʒə.ˌleɪt
adulation	ˌæd.ʒə.ˈleɪ.ʃən
adulterant	ə.ˈdʌl.tə.ɹənt
adulterate	ə.ˈdʌl.tə.ˌɹeɪt
adulterate	ə.ˈdʌl.tə.ɹɪt
adulteration	ə.ˌdʌl.tə.ˈɹeɪ.ʃən
adulterer	ə.ˈdʌl.tə.ɹəɹ
adulteress	ə.ˈdʌl.tə.ɹɪs
adulteress	ə.ˈdʌl.tɹɪs
adulterine	ə.ˈdʌl.tə.ˌɹin
adulterine	ə.ˈdʌl.tə.ˌɹaɪn
adulterous	ə.ˈdʌl.tə.ɹəs
adultery	ə.ˈdʌl.tə.ɹi
adult	ə.ˈdʌlt
adult	ˈæ.dʌlt
adumbral	æ.ˈdʌm.bɹəl
adumbrate	æ.ˈdʌm.bɹeɪt
adumbrate	ˈæ.dəm.ˌbɹeɪt
adumbrative	æ.ˈdʌm.bɹə.tɪv
adumbrative	ˈæ.dəm.ˌbɹeɪ.tɪv
adunc	ə.ˈdʌŋk
adust	ə.ˈdʌst
advanced	æd.ˈvænst
advanced	æd.ˈvɑnst
advance	æd.ˈvæns
advance	æd.ˈvɑns
advancement	æd.ˈvæn.smənt
advancement	æd.ˈvɑn.smənt
advancer	æd.ˈvæn.səɹ
advancer	æd.ˈvɑn.səɹ
advantaged	æd.ˈvæn.tɪdʒd
advantaged	æd.ˈvɑn.tɪdʒd
advantage	æd.ˈvæn.tɪdʒ
advantage	æd.ˈvɑn.tɪdʒ
advantageous	ˌæd.vən.ˈteɪd.ʒəs
advect	æd.ˈvɛkt
advection	æd.ˈvɛk.ʃən
advent	ˈæd.vɛnt
adventitia	ˌæd.vɛn.ˈtɪ.ʃi.ə
adventitia	ˌæd.vɛn.ˈtɪ.ʃə
adventitious	ˌæd.vən.ˈtɪ.ʃəs
adventive	æd.ˈvɛn.tɪv
adventure	æd.ˈvɛnt.ʃəɹ
adventurer	æd.ˈvɛnt.ʃə.ɹəɹ
adventuresome	æd.ˈvɛnt.ʃəɹ.səm
adventuress	æd.ˈvɛnt.ʃə.ɹɪs
adventurism	æd.ˈvɛnt.ʃə.ˌɹɪ.zəm
adventurous	æd.ˈvɛnt.ʃə.ɹəs
adverb	ˈæd.vɜɹb
adverbial	æd.ˈvɜɹ.bi.əl
adversary	ˈæd.vəɹ.ˌsɛ.ɹi
adversative	æd.ˈvɜɹ.sə.tɪv
adverse	æd.ˈvɜɹs
adverse	ˈæd.vɜɹs
adversity	æd.ˈvɜɹ.sɪ.ti
advertence	æd.ˈvɜɹtns
advertency	æd.ˈvɜɹtn.si
advertent	æd.ˈvɜɹtnt
advert	æd.ˈvɜɹt
advert	ˈæd.vəɹt
advertise	ˈæd.vəɹ.ˌtaɪz
advertise	ˌæd.vəɹ.ˈtaɪz
advertisement	ˌæd.vəɹ.ˈtaɪz.mənt
advertisement	æd.ˈvɜɹ.tɪ.smənt
advertisement	æd.ˈvɜɹ.tɪz.mənt
advertising	ˈæd.vəɹ.ˌtaɪ.zɪŋ
advertize	ˈæd.vəɹ.ˌtaɪz
advertize	ˌæd.vəɹ.ˈtaɪz
advertorial	ˌæd.vəɹ.ˈtɔ.ɹi.əl
advertorial	ˌæd.vəɹ.ˈtoʊ.ɹi.əl
advice	æd.ˈvaɪs
Advil	ˈæd.vɪl
advisable	æd.ˈvaɪ.zə.bəl
advised	æd.ˈvaɪzd
advisedly	æd.ˈvaɪ.zɪd.li
advisee	æd.vaɪ.ˈzi
advisee	ˌæd.vaɪ.ˈzi
advise	æd.ˈvaɪz
advisement	æd.ˈvaɪz.mənt
adviser	æd.ˈvaɪ.zəɹ
advisory	æd.ˈvaɪ.zə.ɹi
advocacy	ˈæd.və.kə.si
advocate	ˈæd.və.ˌkeɪt
advocate	ˈæd.və.kɪt
advocate	ˈædv.ˌkeɪt
advocation	ˌæd.və.ˈkeɪ.ʃən
advowson	æd.ˈvaʊ.zən
adwoman	ˈæd.ˌwʊ.mən
adytum	ˈæ.dɪ.təm
adze	ædz
adz	ædz
aecidium	i.ˈsɪ.di.əm
aeciospore	ˈi.si.ə.ˌspɔɹ
aeciospore	ˈi.si.ə.ˌspoʊɹ
aeciospore	ˈi.ʃi.ə.ˌspɔɹ
aecium	ˈi.si.əm
aecium	ˈi.ʃi.əm
aedes	eɪ.ˈi.diz
aedile	ˈi.daɪl
Aegean	ɪ.ˈdʒi.ən
aegis	ˈid.ʒɪs
ae	eɪ
aeneous	eɪ.ˈi.ni.əs
Aeolian	i.ˈoʊ.li.ən
aeon	ˈi.ən
aeon	ˈi.ɒn
aeonian	i.ˈoʊ.ni.ən
Aepyornis	ˌi.pi.ˈɔɹ.nɪs
aequorin	i.ˈkwɔ.ɹɪn
aequorin	i.ˈkwɒ.ɹɪn
aerate	ˈɛə.ɹeɪt
aerate	ˈeɪ.ə.ˌɹeɪt
aerator	ˈɛə.ɹeɪ.təɹ
aerator	ˈeɪ.ə.ˌɹeɪ.təɹ
aerenchyma	ɛə.ˈɹɛŋ.kə.mə
aerenchyma	ɛə.ˈɹɛn.kə.mə
aerial	ˈɛə.ɹi.əl
aerial	eɪ.ˈɪə.ɹi.əl
aerialist	ˈɛə.ɹi.ə.lɪst
aerialist	eɪ.ˈɪə.ɹi.ə.lɪst
aerie	ˈɛə.ɹi
aerie	ˈɪə.ɹi
aeriform	ˈɛə.ɹə.ˌfɔɹm
aeriform	eɪ.ˈɪə.ɹə.ˌfɔɹm
aerify	ˈɛə.ɹə.ˌfaɪ
aerify	eɪ.ˈɪə.ɹə.ˌfaɪ
aerobat	ˈɛə.ɹə.ˌbæt
aerobatics	ˌɛə.ɹə.ˈbæ.tɪks
aerobe	ˈɛə.ɹoʊb
aerobic	ɛə.ˈɹoʊ.bɪk
aerobics	ɛə.ˈɹoʊ.bɪks
aerobiology	ˌɛə.ɹoʊ.baɪ.ˈɒ.ləd.ʒi
aerobiosis	ˌɛə.ɹoʊ.baɪ.ˈoʊ.sɪs
aerobium	ɛə.ˈɹoʊ.bi.əm
aerobrake	ˈɛə.ɹoʊ.ˌbɹeɪk
aerodrome	ˈɛə.ɹə.ˌdɹoʊm
aerodynamicist	ˌɛə.ɹoʊ.daɪ.ˈnæ.mə.sɪst
aerodynamics	ˌɛə.ɹoʊ.daɪ.ˈnæ.mɪks
aerodyne	ˈɛə.ɹə.ˌdaɪn
aeroelastic	ˌɛə.ɹoʊ.ɪ.ˈlæ.stɪk
aeroembolism	ˌɛə.ɹoʊ.ˈɛm.bə.ˌlɪ.zəm
aerofoil	ˈɛə.ɹə.ˌfɔɪl
aerogel	ˈɛə.ɹə.ˌdʒɛl
aerogram	ˈɛə.ɹə.ˌgɹæm
aero	ˈɛə.ɹoʊ
aerolite	ˈɛə.ɹə.ˌlaɪt
aerology	ɛə.ˈɹɒ.ləd.ʒi
aeromagnetic	ˌɛə.ɹoʊ.mæg.ˈnɛ.tɪk
aeromechanics	ˌɛə.ɹoʊ.mə.ˈkæ.nɪks
aeromedical	ˌɛə.ɹə.ˈmɛ.dɪ.kəl
aeromedicine	ˌɛə.ɹə.ˈmɛ.də.sən
aerometer	ɛə.ˈɹɒ.mɪ.təɹ
aeronaut	ˈɛə.ɹə.ˌnɔt
aeronaut	ˈɛə.ɹə.ˌnɒt
aeronautical	ˌɛə.ɹə.ˈnɔ.tɪ.kəl
aeronautical	ˌɛə.ɹə.ˈnɒ.tɪ.kəl
aeronautics	ˌɛə.ɹə.ˈnɔ.tɪks
aeronautics	ˌɛə.ɹə.ˈnɒ.tɪks
aeronomy	ɛə.ˈɹɒ.nə.mi
aeropause	ˈɛə.ɹə.ˌpɔz
aerophore	ˈɛə.ɹə.ˌfɔɹ
aerophore	ˈɛə.ɹə.ˌfoʊɹ
aerophyte	ˈɛə.ɹə.ˌfaɪt
aeroplane	ˈɛə.ɹə.ˌpleɪn
aeropulse	ˈɛə.ɹə.ˌpʌls
aerosol	ˈɛə.ɹə.ˌsɔl
aerosol	ˈɛə.ɹə.ˌsɒl
aerosolize	ˈɛə.ɹə.sɔ.ˌlaɪz
aerosolize	ˈɛə.ɹə.sɒ.ˌlaɪz
aerospace	ˈɛə.ɹoʊ.ˌspeɪs
aerostat	ˈɛə.ɹə.ˌstæt
aerostatics	ˌɛə.ɹə.ˈstæ.tɪks
aerugo	ɪ.ˈɹu.goʊ
aerugo	aɪ.ˈɹu.goʊ
aery	ˈɛə.ɹi
aery	ˈeɪ.ə.ɹi
aery	ˈɪə.ɹi
aesthesia	ɛs.ˈθi.ʒə
aesthesia	ɛs.ˈθi.ʒi.ə
aesthesia	ɛs.ˈzi.ə
aesthete	ˈɛs.θit
aesthete	ˈis.θit
aesthetical	ɛs.ˈθɛ.tɪ.kəl
aesthetical	is.ˈθɛ.tɪ.kəl
aesthetically	ɛs.ˈθɛ.tɪ.kli
aesthetically	is.ˈθɛ.tɪ.kli
aesthetic	ɛs.ˈθɛ.tɪk
aesthetic	is.ˈθɛ.tɪk
aesthetician	ˌɛs.θɪ.ˈtɪ.ʃən
aesthetician	ˌis.θɪ.ˈtɪ.ʃən
aestheticism	ɛs.ˈθɛ.tə.ˌsɪ.zəm
aestheticism	is.ˈθɛ.tə.ˌsɪ.zəm
aestheticize	ɛs.ˈθɛ.tɪ.ˌsaɪz
aesthetics	ɛs.ˈθɛ.tɪks
aesthetics	is.ˈθɛ.tɪks
aestival	ˈɛ.stə.vəl
aestival	ɛ.ˈstaɪ.əl
aestival	ˈi.stə.vəl
aestival	i.ˈstaɪ.əl
aestivate	ˈɛ.stə.ˌveɪt
aestivate	ˈi.stə.ˌveɪt
aether	ˈi.θəɹ
aetiology	ˌi.ti.ˈɒ.ləd.ʒi
afar	ə.ˈfɑɹ
Afar	ˈɑ.fɑɹ
afeard	ə.ˈfɪəɹd
afebrile	eɪ.ˈfi.bɹəl
afebrile	eɪ.ˈfɛ.bɹəl
affable	ˈæ.fə.bəl
affair	ə.ˈfɛəɹ
affectation	ˌæ.fɛk.ˈteɪ.ʃən
affected	ə.ˈfɛk.tɪd
affect	ə.ˈfɛkt
affect	ˈæ.fɛkt
affecting	ə.ˈfɛk.tɪŋ
affectional	ə.ˈfɛk.ʃənl
affectionate	ə.ˈfɛk.ʃə.nɪt
affection	ə.ˈfɛk.ʃən
affective	ˈæ.fɛk.tɪv
affectless	ˈæ.fɛkt.lɪs
affenpinscher	ˈæ.fən.ˌpɪn.ʃəɹ
afferent	ˈæ.fə.ɹənt
aff	æf
affianced	ə.ˈfaɪ.ənst
affiance	ə.ˈfaɪ.əns
affiant	ə.ˈfaɪ.ənt
affiche	a.ˈfiʃ
afficionado	ə.ˌfɪ.ʃyə.ˈnɑ.doʊ
affidavit	ˌæ.fɪ.ˈdeɪ.vɪt
affiliated	ə.ˈfɪ.li.ˌeɪ.tɪd
affiliate	ə.ˈfɪ.li.ˌeɪt
affiliate	ə.ˈfɪ.li.ɪt
affiliate	ə.ˈfɪ.ˌeɪt
affiliation	ə.ˌfɪ.li.ˈeɪ.ʃən
affinal	æ.ˈfaɪnl
affinal	ə.ˈfaɪnl
affinal	ˈæ.faɪnl
affined	ə.ˈfaɪnd
affine	æ.ˈfaɪn
affine	ə.ˈfaɪn
affine	ˈæ.faɪn
affinity	ə.ˈfɪ.nɪ.ti
affirmance	ə.ˈfɜɹ.məns
affirmant	ə.ˈfɜɹ.mənt
affirmation	ˌæ.fəɹ.ˈmeɪ.ʃən
affirmative	ə.ˈfɜɹ.mə.tɪv
affirm	ə.ˈfɜɹm
